Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1645842187,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1645842188,10,,Aggregated,0.000000,0.000000,17,35,54,62,120,250,290,290,290,290,290,30,0,17,47.090042499998695,3.531041999963236,292.30889699999807,476.9
1645842189,20,,Aggregated,0.000000,0.000000,20,28,37,46,99,120,290,290,290,290,290,45,0,20,38.95855399999719,3.531041999963236,292.30889699999807,476.9111111111111
1645842190,30,,Aggregated,25.000000,0.000000,18,22,29,35,62,120,460,470,470,470,470,81,0,18,40.13012677777565,3.531041999963236,465.69285499998614,503.91358024691357
1645842191,40,,Aggregated,22.500000,0.000000,22,37,46,49,81,120,290,470,2400,2400,2400,164,0,22,55.38727660365859,3.531041999963236,2440.740771000037,11671.40243902439
1645842192,50,,Aggregated,24.000000,0.000000,25,37,46,54,78,110,250,460,2400,2400,2400,227,0,25,50.055577537444016,3.531041999963236,2440.740771000037,8545.881057268722
1645842193,60,,Aggregated,26.750000,0.000000,23,36,46,54,83,130,940,1900,2400,2400,2400,292,0,23,72.1737885787667,3.531041999963236,2440.740771000037,6753.414383561644
1645842194,70,,Aggregated,37.000000,0.000000,25,37,46,50,81,130,470,1800,2400,2400,2400,361,0,25,69.58554889473763,3.531041999963236,2440.740771000037,5555.6675900277005
1645842195,80,,Aggregated,41.166667,0.000000,28,39,48,58,83,120,460,1400,2400,2400,2400,443,0,28,65.9471847223474,3.531041999963236,2440.740771000037,4613.4040632054175
1645842196,90,,Aggregated,45.285714,0.000000,30,44,56,67,110,380,1900,3400,8200,8200,8200,527,0,30,148.2893952884245,3.531041999963236,8161.714441000015,22398.95256166983
1645842197,100,,Aggregated,47.875000,0.000000,32,47,59,68,110,360,1800,3200,8200,8200,8200,633,0,32,143.58356548973123,3.531041999963236,8161.714441000015,19416.37598736177
1645842198,110,,Aggregated,52.888889,0.000000,34,47,59,69,110,200,1400,2900,8200,8200,8200,767,0,34,126.90400065580202,3.531041999963236,8161.714441000015,16100.477183833116
1645842199,120,,Aggregated,56.800000,0.000000,32,46,58,67,100,190,1400,2400,8200,8200,8200,832,0,32,119.7833489543272,3.531041999963236,8161.714441000015,14876.073317307691
1645842200,130,,Aggregated,64.200000,0.000000,34,47,59,69,110,200,1600,3700,8600,8600,8600,877,0,34,142.5661821687574,3.531041999963236,8597.198107999986,17841.44469783352
