Method,Name,Error,Occurrences
GET,/api/catalogue/product/EPE,500 Server Error: Internal Server Error for url: http://13.87.64.226/api/catalogue/product/EPE,4
GET,/api/cart/update/anonymous-9670/HPTD/2,502 Server Error: Bad Gateway for url: http://13.87.64.226/api/cart/update/anonymous-9670/HPTD/2,1
GET,/api/cart/add/anonymous-9694/STAN-1/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-6101/STAN-1/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-5855,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-9689/Watson/2,502 Server Error: Bad Gateway for url: http://13.87.64.226/api/cart/update/anonymous-9689/Watson/2,1
GET,/api/cart/add/anonymous-3778/STAN-1/1,Remote end closed connection without response,1
GET,/api/cart/cart/anonymous-3355,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-6326/UHJ/1,Remote end closed connection without response,1
GET,/api/cart/update/anonymous-10179/RMC/2,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-5356/EPE/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-2836/SHCE/2,Remote end closed connection without response,1
GET,/api/cart/cart/anonymous-7869,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-1543/STAN-1/1,Remote end closed connection without response,1
GET,/api/cart/update/anonymous-9397/Watson/2,Remote end closed connection without response,1
GET,/api/cart/update/anonymous-2919/UHJ/2,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-5139,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-1289/Watson/2,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-3911/Watson/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-6535/STAN-1/1,Remote end closed connection without response,1
GET,/api/cart/cart/anonymous-5847,Remote end closed connection without response,1
GET,/api/shipping/cities/se,504 Server Error: Gateway Time-out for url: http://13.87.64.226/api/shipping/cities/se,1
GET,/api/cart/add/anonymous-4500/EMM/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-5431,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-1185/RED/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-6799/SHCE/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-5592/HPTD/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-3602,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-6680/RMC/1,Remote end closed connection without response,1
GET,/api/cart/cart/anonymous-1717,404 Client Error: Not Found for url: http://13.87.64.226/api/cart/cart/anonymous-1717,1
GET,/api/cart/cart/anonymous-4398,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-10279/EMM/1,Remote end closed connection without response,1
GET,/api/cart/cart/anonymous-1167,[Errno 104] Connection reset by peer,1
GET,/api/catalogue/categories,[Errno 104] Connection reset by peer,245
GET,/api/cart/update/anonymous-5320/SHCE/2,[Errno 104] Connection reset by peer,1
PUT,/api/ratings/api/rate/EPE/3,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-7007,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-1084/EMM/1,Remote end closed connection without response,1
GET,/api/cart/update/anonymous-4645/SHCE/2,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-4794/UHJ/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-4628/EPE/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-6388/RED/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-9432/SHCE/1,Remote end closed connection without response,1
PUT,/api/ratings/api/rate/EMM/5,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-9395/UHJ/2,Remote end closed connection without response,1
GET,/api/cart/update/anonymous-6492/STAN-1/2,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-9088/RMC/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-9905/HPTD/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-10268/RED/2,Remote end closed connection without response,1
GET,/api/cart/update/anonymous-4420/UHJ/2,[Errno 104] Connection reset by peer,1
GET,/api/cart/add/anonymous-8561/RMC/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-2436/EMM/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-4670/EMM/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-6975/HPTD/2,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-1441/UHJ/2,Remote end closed connection without response,1
GET,/api/ratings/api/fetch/EPE,502 Server Error: Bad Gateway for url: http://13.87.64.226/api/ratings/api/fetch/EPE,1
GET,/api/cart/update/anonymous-3762/STAN-1/2,Remote end closed connection without response,1
GET,/api/cart/cart/anonymous-3354,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-1568/EPE/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-1411/EPE/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-4457,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-1354/EPE/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-3872/SHCE/1,Remote end closed connection without response,1
GET,/api/cart/add/anonymous-1591/EPE/1,[Errno 104] Connection reset by peer,1
GET,/api/cart/cart/anonymous-917,[Errno 104] Connection reset by peer,1
GET,/api/cart/update/anonymous-9654/RMC/2,[Errno 104] Connection reset by peer,1
